stars,useful,funny,cool,text
5.0,1,0,0,believe give place star scoop best cannoli city termini near good isgro far hype quality potito cannoli think go xmas eve rest day stand line isgro hour year tirimisu walk right potito pick bambino cannoli stuff cannoli good sound trust
5.0,0,0,0,truly good thing tiny authentic perfectly delicious eatery   grow panhandle texas plenty authentic mexican food home search good mexican restaurant el limon good state pennsylvania   sope tostadas enchiladas fajita burritos fish tacos excellent sooooo reasonable   waitstaff pleasant attentive   good feature homemade tamale free margarita   bring entire family amazing mexican feast   ole
4.0,0,0,0,"give joint NUM star earn definitely NUM star material work kink grant open error experience work area time probably work willing correction accommodation mess 

 food good unlike fellow yelp er ther pizza strong suit kind greasy sure use NUM mozzarella taste like cut cheap far  

 quaker chicken version delicious chicken steak chunky chicken like shredded version season chicken cheese melt perfectly veggie fresh 

 fry crisp flavorful need ketchup eat ketchup fry 

 onion ring little greasy tasty crisp onion stay breading slide bit hate 

 spanakopita little cook flavor good 

 baklava good 

 signature salad veggie use fresh break salad balsamic great 

 turkey greek burger good turkey burger patty moist flavorful homemade tzatziki eat bowl stuff burger romaine instead advertised arugula fresh mind ask feta sauce forget 

 overall place great provide stray high quality standard set go"
5.0,1,1,1,"planet fitness get star open NUM hour look cheap cheap good bang buck motivation bodybuilder big woman pun intend discrimination big change 
 tanning bed massage chair sculpt machine 20.00 month 9.99 massage stuff bring friend employee polite helpful"
1.0,1,0,0,"disappointed go eat   2:15 saturday tell kitchen close NUM website say sat sun day website claim open NUM 
 bit suspect place manage simple detail like hour website make wonder awareness quality small item"
5.0,0,0,0,guy good work time warranty work   highly recommend
5.0,0,1,0,eat NUM time week server friendly food amazing leave disappoint leave stomach
5.0,1,0,0,"truly delightful find transformed carrow restaurant plumb kietzke save wreck ball beautiful redwood beam fascia food fantastic wife tri tip salad green plate balsamic vinagrette balance good sized slice medium rare tri tip potato crouton 
 little heavenly bit crunchy potato tri tip chicken combo select fresh corn salad potato salad side good order dessert regularly offering lemon meringue mudd pie apple pie ice cream share delicious real perfectly set browned meringue price reasonable quality food experience recommend family friend locally expect return soon"
5.0,1,0,1,"rebecca doula birth   nanny bear daughter   month home realize look forward talk work   big pregnant baby NUM information suggestion hit home expectant momma   easy talk honest extremely truthful   trait love   love special role play doula labor woman   find beauty strength magical time 
 bec great addition support team"
5.0,0,0,0,recently car tint orange tint tune fantastic service   offer car pick service live NUM mile shop extremely convenient   carlos technician go tint option adjust grade tint express look try achieve   kind customer care deserve NUM star   addition receptionist pleasant owner dustin follow service
5.0,0,1,0,stayed night business   property locate close airport hear   room standard towneplace suite room refrigerator stove etc   area hotel locate quiet combination hotel office building   NUM minute drive downtown university area   NUM NUM minute pima air museum   restaurant close fast food option sandwich place call baggins good walk distance   staff hotel friendly helpful   breakfast standard continental couple hot option reception weekday evening   complaint food drink quickly early   use dinner want   get NUM minute start food leave soft drink leave diet   improve keep area stock period   room nice bed comfortable area safe
4.0,0,0,0,"got divert tampa decide drive orlando need eat want avoid chain restaurant yelp steer little local gem 

 lady NUM oz tampa strip gent NUM oz ribeye grill steak oak citrus wood smoky flavor die big fan smoker home cook steak way rare find steak cook woodsmoke place worth trip   side veggie sweet potato wine offer reasonably priced- $ NUM bottle decent selection mark 5x like place 

 waitress lisa great recommendation service welcome friendly excellent glad go local instead chain bookmarke place return trip time tampa sure"
5.0,0,0,0,owner location include southampton reach previous review end talk half hour impressed approach business definitely type person want business return saladwork separate occasion service vastly improve new summer salad wonderful
5.0,1,0,1,far good deli yep lot crazy choice oh hard pick muffalata big NUM people share tasty amazing saturday thursday night live music special good pick worry plenty side choose great chili potato salad course chip
5.0,0,0,0,"dad cross country trip stop saguaro national park 
 quick tour park ranger carolyn love incredibly enthusiastic passionate study saguaro knowledgeable definitely recommend tour carolyn"
4.0,1,0,0,come husband buy home lemon pepper wing plenty flavor range one hear lemon pepper mild new orleans flavor yaka mein noonie bird drink watermelon die know lord help location good try community section daiquiri shop bad day probably come night definitely place try hey skip
5.0,2,0,0,"tom jones time update review odd atm type machine let withdraw money apply check long restroom payphone love atm entrance 
   blue ribbon $ 3.79 bargain include pancake NUM egg toast sausage bacon juice coffee eat kid daughter choice say love tom jones meal include blue ribbon french toast chicken club sandwich baked potato get like 
    smell stale smoke dirty   like loud orange booth feel like go time payphone service fast different waitress know find young lady good see different manager quick thing make good manager 
    daughter fave bump NUM NUM star"
5.0,0,0,0,amateur athlete meet dr. ferrel play softball watch game severely injure   treat field relocate ankle tell come office treatment tell afford single mom teacher salary instead see physician say month play depressed hope reach dr. ferrel treat promise treat heal week instead month year dr. ferrel work amazing result time hero
5.0,0,0,0,fun show   entertaining relaxed atmosphere good time good food fair price place
5.0,0,0,0,"love n mood n fulfill 

 NUM patty animal style bruh"
5.0,1,0,0,cindy good great food service food authentic staff fresh taste difference mexican restaurant bite recommend enjoy mexican cuisine
2.0,5,0,0,"want try trust bbq year   stop NUM month ago wait line NUM minute service leave   read review figure chance fuss   food 50/50 service horrible likely return   gentleman counter speak smile engage feel like vend machine   finally order listen order wrong side meal correct serve   stick bone bbq 

 pro   bbq sauce delicious macaroni salad different interesting pull pork moist 

 con   chicken dry sheet paper inedible bbq sauce   mac cheese serve pan probably steam table NUM NUM day   collard greens mildly flavor"
5.0,0,0,0,town week come little hole wall   pa nang chicken excellent   order star spicy come quick   definitely return
4.0,0,0,0,cinco de mayo mean margaritas sangria thing fry great place nice job combine flavor different ethnicity background develop recipe unique   tout mexican destination know rock rock salt pour tequila   open wine bar couple door overflow specialty bottle   high rock margaritas house white red sangria definitely worth trip
5.0,14,6,9,"small little donut bakery locate hermitage old shopping center 

 imagine baking donut hard job let run business job start wee hour morning donut freshly daily 

 yeu owner serve common popular donut serve donut bacon apple fritter pig blanket breakfast pastry   kolache addition yummy treat make doughssant scandalous marriage donut croissant need yeah hear doughssant worth trip eat 

 price considerably cheap doughssant $ 1.99 regular donut $ .60 

 sweet donut favorite treat buy kid school teacher love 

 coffee serve"
5.0,0,0,0,blast event   concert basketball game lot fun   food good   lot local favorite offer
5.0,1,0,1,excellent food try appetizer entry hit price reasonable service good
2.0,0,0,0,service go lot service slow forget
1.0,0,0,0,hand bad chicken rice plate order tell sauce chicken want healthy order time reach car bag oil spilling container easily NUM NUM tablespoon oil dish tell want eat horrible    slogan word healthy joke
5.0,0,0,0,great experience purchase washer dryer   buy new home need new appliance iam glad decide review great understand issue whatsoever excellent selection knowledgeable salespeople timely delivery level service receive expect feel like work hard good price offer option stay budget   take time check additional sale price discount offer give honest feedback question answer happy sears highly recommend
5.0,0,0,0,food great quick staff nice seriously feel welcome place order
5.0,2,0,0,finally get try wow great job remodle love mushroom cheese steak
4.0,0,0,0,espresso excellent favorite place come americano staff polite friendly vibe mellow important know access power outlet unlimited wifi access bathroom rest establishment clean
1.0,0,0,0,"go base high rating rave people   entire experience underwhelme start finish   website fairly useless want figure menu go pick location choice NUM location drill weak description menu offering explanation price 

     roast beef 
     roast beef combo 
     roast pork 
     roast pork combo 
     baked ham 
     baked ham combo 
     roast turkey 
     roast turkey combo 
     broccoli rabe 
     broccoli rabe combo 


 explanation s combo add cheese way 

 table placecard instead menu detailed description website  

 walk bar restaurant big deal table   not decide sandwich not expensive $ 6.85 get roast beef roast port combo 

 get sandwich fast roast beef cold roast pork hot   sure cook lack well word serve NUM thing time temperature differential obviously sit awhile   ask waitress reheat roast beef finish roast pork supposedly reheat warm cold ish compare roast pork finish   waitress offer replace inquire hurry not care hot version sandwich 

 sandwich skimpy meat add gravy overly messy bread disintegrate   menu place card mention wet meat option gravy strongly recommend style especially gravy overpower meat structural integrity sandwich"
5.0,0,0,0,pick takeout village whiskey review actual restaurant whiskey burger pricy $ NUM amazing ok greasy burger super tender bacon awesome pretty big past price highly recommend duck fat fry rich delicious
5.0,0,1,1,blew $ NUM food family worth food hot orange chicken good taste awhile place asian food
5.0,4,0,1,"typically laundry boyfriend house family recently stay bunch towel sheet comforter wash   search laundry mat safe clean questionable people   happy find facility   clean light staff friendly helpful   amazed speed laundry dryer   complete NUM oversize load probably equal NUM regular load NUM hour 

 place security camera flat screen t.v magazine wi fi clean bathroom vend machine   wonderful atmosphere laundry   overly busy plenty washer dryer   happy find place   thank laundromat"
3.0,0,0,0,"run late night dinner night price definitely high couple decide split plate tell annoyed server food good- worth price sure 
 garlic bread bring meal ah mazing probably eat weight bread 

 overall probably eat night competition food world st louis"
4.0,0,0,0,"stop munch burger today seahawks saints game place unsurprisingly pack good reason haven burger order fantastic 

 sit right door chance foot place soon get meal place start get busy busy work way world shortest people maze guess mean person hear place 

 go haven lunch tuesday busy"
4.0,1,0,0,"comment vermicelli bowl pho 

 vermicelli decent size fair price conveniently locate live alberta ave neighbourhood order ready NUM minute friday night"
2.0,1,0,0,chicken marsala recommend waiter chicken thin tough dry pasta cooked stick absolutely flavor friend order lasagne like thin layer pasta flavor friend eat dinner clear plate go restroom tell waiter finish bring new meal doggie bag positive great atmosphere live music enjoy dance husband expensive awful food
5.0,3,0,0,place gem attractive space great location near broad street line plenty street parking byob twice enjoy dish highlight chaat beef short rib lamb vindaloo beet salad bread pickle chai get chocolate cake table share time love takeout beer corner bar
5.0,1,0,1,favorite restaurant   order ceviche delicious   atmosphere fun service great   alex server friendly attentive thoughtful
5.0,0,0,0,love store     salad bar fresh type ethnic food try   n joy
5.0,0,0,0,call mediterranean chicken shawarma good flavor generous chicken pita food ready arrive good service revisit time area
4.0,0,0,0,love place   food great space staff pleasant   highly recommend vegetarian non vegetarian alike
4.0,0,0,0,take actual service happy gumbo awesome love chicken waffle friendly staff right bourbon st good people watch
4.0,6,5,5,"airport grab restaurant earl decent job variety sandwich option include turkey tuna hawaiian today smell roast beef get yum good portion sliced beef medium cook cheddar cheese yummy horseradish sauce nope lettuce tomato perfect way 

 right security station d gate right near delta skyclub easy eat gate board"
5.0,2,0,1,wow   fantastic place   food a+ service a+++   start appetizer cheese curd serve red pepper jelly   loved   order fish taco wife order beer brat dinner   thoroughly enjoy order   portion huge price right portion size   server   attentive knowledgeable menu feel welcome   manager stop ask   let know pretty sure find cool new place hang beer watch football   say great deal game day let know brunch weekend   say goodbye walk remind grab rootbeer candy way  
5.0,0,0,0,"stop dinner drink thoroughly pleased rarely order burger eat order easily home right hard time get burger oh decent beer selection wait staff bartender feel welcome   food prepare exactly order serve quickly   restaurant nice atmosphere restroom clean   happy 
"
2.0,0,0,0,"big expensive far downtown  

 conference like awesome idea   direct sales like people conference ton extra money spend mediocre meal travel   $ NUM slice generic pizza small salad soda lunch    understand hotel option close   get car valet hassle take lot time   big property get restaurant property time intensive   far nashville near airport good little hole find city pretty nonexistent  

 property great   hotel huge pretty   enjoy walk happy find know exist shortcut room convention center   take NUM NUM minute walk NUM minute   bonus   like say place ginormous  

 room room great   share wonderful suite garden conservatory NUM girl   group rate friend quote $ NUM night awesome space   large room probably hospitality suite group socialize   great bar area set nice big fridge lot drawer space   bedroom separate door lock like adjoining room look like hospitality suite reserve reserve room   different expect whatevs   fine   check   girl reserve room check couple day early friend i.   sunday come bill wait wake   friend charge $ NUM room guess suite $ NUM room   yep   reserve think NUM room suite $ NUM   bedroom door close get ask open arrange bellman   tell bedroom include kind necessary stay NUM night dontcha think   charge $ NUM suppose $ NUM   hear gaylord legal department investigate tell tell charge entire  

 checkout   freaking nightmare   money situation resolve late week NUM minute wait cart hotel hold thousand people think plentiful NUM minute wait car friend decide sweat schlep good door car deliver   short walk ton stuff mean multiple trip   ugh 

 sure conference pretty sure company book year go happy   consider drive stay hotel downtown drive conference stuff"
4.0,0,0,0,"time dine ava enjoy order ricotta cheese toast bread flavor excellent think bread cheese ratio bit ricotta come tiny ramekin typically reserve flavored butter expect appetizer 

 pizza split couple people sausage potato rosemary tasty think forget rosemary yummy tho entree grouper w israeli couscous scrumptious 

 dessert zeppole sugar donut amazing cherry tart little person table love maybe cup tea cherry sort candy cherry interesting sweet dense crust personal fave 

 definitely return try menu item look great like pasta house daily"
4.0,0,0,0,1st time eat clean nice folk good sushi   service spot sushi fresh reasonably price
5.0,1,2,2,place good ask u like chicken come bc bird fly forget try fried corn cobs dank
2.0,0,0,0,average food   akin waffle house   want good base review   pancake taste like frozen process version homemade maple syrup watery sugary fake flavoring   tree authentic syrup people   hash brown greasy fairly tasteless bacon overcook hard chewy   obviously sit awhile overall uninspired food   unfortunately place live outdated reputation   well offering nashville
4.0,0,0,0,excellent   go lunch budget option   prix fixe menu tempting   wife prime rib po'boy soup day tomato fennel   excellent po'boy upscale interpretation gruyere good horseradish sauce   seafood jamabalaya seafood gumbo excellent probably good
5.0,2,1,1,"recently pure design large event nearby hotel pure staff meet discuss budget offer beautiful unique flower arrangement selection estimate come budget staff professional expertise obvious day event create gorgeous space beautiful arrangement guest rave day event able home away arrangement case florist flower last day event 

 highly recommend pure large event"
5.0,0,0,1,husband spring chicken love par tee server immediately welcome ask drink preference   knowledgeable helpful beer selection wonderful liquor selection divine   bar food small selection excellent want try pork belly turn dan order try convert   highly recommend pork belly slider hope continue add delicious tapas   folk engaging  
3.0,1,0,0,"average slightly despite hype   expensive   $ NUM $ NUM fry burger large share $ NUM   bison burger reason go   NUM beer NUM iced tea NUM burger NUM bison burger split large fry $ NUM   ridiculous try hard different interesting ruin good meal   bison burger taint unnecessary slaw bbq carolina bison burger   worth $ NUM 

     reason  "
2.0,0,0,0,"share main issue want share reason star awesome server latoya thoughtful engaging 

 black bean burger dry sweet potato fry good 

 today lunch group colleague disturbing thing happen notice manager green sweater linger entrance cop car light flash pull NUM officer rush walk table manager point officer proceed pull handcuff tell guy deliver food food table hand escort near door sit moment take outside freezing cold jacket stand minute cop come restaurant 

 entire thing poorly handle disturbing unsettling customer staff cop walk away customer deal manager disappear available talk customer let apologize acknowledge people unsettled 

 need know arrest happen need care customer staff handle 

 ok"
5.0,0,0,0,fantastic slider perfect size try   fry chicken slider blt slider monte cristo cuban fantastic   donut
3.0,0,0,0,"reopen derive new management 3rd time daily special pretty good price $ 7.95 plate ice tea soup today friday)special carne asada rice n bean fried fish plate NUM chicken enchilada rice n bean come tea n soup 

 carne asada plate let substitute rice n bean salad steak pretty good 

 think special different everyday good oh service good n attentive"
5.0,0,0,0,love little shop reason way sweet divas smell spice waft little invite shop second large range spice smell taste little purchase yes large overwhelming variety spice fear knowledgeable staff available happy assist find right spice look cooking need year purchase item attest long time year year half include stuff use kind specialty salt example onion salt celery salt sugar powder lavender vanilla sugar vanilla bean powder product taste fresher taste difference cinnamon nutmeg dollar store example price bad long bottle picture cost $ NUM good year worth
5.0,0,0,0,steve partner good love bunch demo racquet great price lot choose player place
5.0,1,1,1,go NUM packed expect know busy surprised staff amazing wait line NUM minute regardless huge line go find table food minute people run smoothly sandwich mess loud think hear correctly come table new correct sandwich immediately love time ask need refill food glad chick fil reno uphold chick fil standard chaos opening day
5.0,0,0,0,great beautiful spot wine taste love wine try great price service good
4.0,1,0,0,"wee bit pricey portion serve come beck gator gumbo jambalaya thing savory spice right overly spicy salty great meal gator sausage form chop gumbo visit order pasta chicken alfredo NUM year old son alright pasta taste bit dry twice 

 verdict gator gumbo end story"
5.0,1,0,1,little worried see review great long wait time staff nice walk lobby ask way office office staff
2.0,3,3,4,hipster unite   good time taint despite people attempt tell   impressed apathy dirty head garden district crapfest regular clientele   boo
4.0,1,1,0,"yea chick fil 

 happen drive bloomingdale look new spot eat see ok new food new location open yesterday 

 parking lot crazy like fl staff outside keep drive lane flow line minute employee talk talk pleasant welcoming like chick fil 

 food good course fry cook bit long chick fil sandwhcih poojnt sweet tea 

 welcome bloomingdale cfa"
4.0,1,0,2,cute lil spot germantown ave come crave sweet disappoint array cookie bar choose memory serve right display goody table clear plastic cup fill yumminess label cake scrapple intrigue different kind cake icing likely leave bake NUM different flavor choose go favorite red velvet cream cheese frost end m&m cookie fave nice day sit outside bench couple bite goodness cookie great soft chewy hard candy texture cake delicious moist
5.0,0,0,0,lot improvement place comfortable environment   chair bit comfortable nice sit entire football game place improve
3.0,0,0,0,star food food good service slow think need NUM NUM people place order waiting kiosk order
3.0,2,0,0,"go open flavor great overprice leave spend NUM NUM dollar people fill 
 cajun style seafood sauce taste like mixture buffet style sauce fish sauce 
 give solid well place eat"
5.0,3,0,3,"mother aunt go walk tour ybor stop good food   nice time   guide   raymond knowledgeable friendly  
 NUM hrs long   pass NUM hr mark sidetrack time chit chat bit lol 
 learn great detail background early day tampa culture people ybor general   informative way stop food tasting great   especially stone soup company cuban sandwich   recommend tour   visit live year fun adventure   step counter chalk NUM step help offset wonderful calorie tour haha"
4.0,0,0,0,love sweet spiral plain pie franzones   wrong plain   try white pizza onion addition pleasant surprise   onion great addition pizza   franzone bridgeport grow
2.0,1,0,0,my18 year old daughter severe soar throat see fast clinic cvs day early recieve miss diagnosis fungus infection prescribe oral medication condition bad patient clinic entire visit take NUM hour staff robotic like behavior try ask question way tell aloud strange feel like hurry door keep mind patient facility visit confuse wait time gruf   behaviour find experience unfriendly good good primary care physician avoid place cost
4.0,0,0,0,chicken sandwich phenomenal great food industrial area
5.0,0,0,0,set online appt meeting transaction simple painless opt 2hr ride seater guide matt way super awesome informative   throughly enjoy ride superb view
4.0,0,0,0,great bar happy hour NUM NUM day wine drafts $ NUM $ NUM pizza $ 4.50 app dinner lunch reasonable fast staff friendly get
1.0,0,0,0,"horrible experience waiter great get appetizer hair 
 noodle come fine friend huge hair think joke tell ruin appetite give noodle new think get food free point eat"
5.0,0,0,0,go friend have incredible experience laurel hope slightly bulgy pricepoint oh worth     itv kind place dream beautiful small room dimly light oppose place want   room beautiful include lot staff m try picture    thing hit table bar case dollar beef fat biscuit good thing ve eat city year   verbally communicate message chef nick elmi grace presence dining room laurel     go eat thing try star foie apricot miso pork cheek insanely good vegetable trout pumpernickel soldier good cocktail ve damn long time ouroboro    play cold smoking thing bar menu    honestly place terrific mean write review soon hey well late   think m get hungry maybe ill head east passyunk good city offer
5.0,1,0,0,"absolutely love place 

 great hour impeccably clean relaxing"
5.0,0,0,0,buckingham pizza make good pizza particularly plain pizza speciality try cool ranch pizza pizza parlor fancy order pizza maybe side entree good chicken piccata stay pizza love
5.0,0,0,0,well iced latte beignet try live music create great atmosphere visit cafe du monde opinion cafe beignet well service good hardly line
5.0,0,0,0,"fun frill atmosphere right water watch passersby dolphin alike enjoy great food accommodate service 

 member dining party range picky NUM year old NUM something NUM year old grandmother captain bill menu choice party ingredient substitution 

 food arrive hot fresh exactly specification wait service wait time point leave restaurant satisfied having enjoy experience captain bill time visit john pass hope consider"
5.0,1,0,0,good sushi peanut avocado roll try delicious order volcano roll amazing service great friendly customer service definitely visit far live find near valrico definitely visit restaurant regret
3.0,0,0,0,run middle far cuban food go bad great work close end lunch bit definitely worth check lunch special change day prepare freshly
3.0,0,0,0,husband NUM oz pepperloin meal happy shrimp kabob meal NUM shrimp small   service good restaurant busy
4.0,0,0,0,"line door sandwich hand NUM minute later guess take long know want right away   fact feel little rush   local run say hi owner order usual   place rookie extremely patient wander know 

 soon cross threshold know good choice smell make mouth water   punk agree decide sit inside outside 

 typically order pastrami menu say lean try different   lean   good pastrami long time   fact maybe  

 punk amazed bottle cap glue surface place   visual feast busy entertain eat choose eat inside   wall nostalgic fodder 

 especially thrill bring sandwich set exclaim delight know exactly want"
5.0,0,0,0,tell happy heather finally open shop i've follow client year color wizard genius craft look flair tasteful creative suggestion stumped roll personal vision heather create shop vibe unstuffy chill totally comfortable trust staff hire recommend friend family love home heart e. passyunk ask tip care cactus houseplant chat vintage bike visit
3.0,0,0,0,like sally option hair supply beauty store area staff nice friendly usually stocked sally feel like experiment hair wide array product carry wish staff little knowledgable carry understand lot ask wish store big bright clean cramp aisle dust bunny flickering yellow fluorescent light exactly beauty trendy feel beauty store piece advice management work appearance store pretty happy sally
5.0,3,0,4,"let preface say get hair cut guy austin seven year live city half time good couple time stray severely disappoint outcome plan trip austin badly need cut decide bite bullet 

 friend walk week ago srsly cut short hair cut ask say rodney mitchell figure place expensive correct thinking matter call appointment guy sadly remember moment rodney answer phone turn guy friend see morning appointment afternoon fill rodney say look owner absolutely vouch allison opening day think alright owner know stuff i'll 

 allison absolutely disappoint total sweetheart super chatty appreciate stylist content hold hold convo work pressure come laptop photo find approximate want haircut find exactly right talk bit discuss length bang etc say alright go give cut damn shaggy bob think possible seriously wait 

 awesome thing rms discount visit believe kind discount student teacher discount refer people get friend discount refer friend discount cut good thing try good frugal   grad student"
3.0,0,0,0,"like place beautiful mercer building location spaciousness lovely friendly barista couple important con big music constant loud ruin coffee shop read work reflect enjoy good conversation ask turn tell can't play level time speaker   away suck 

 secondly tea drinker luck serve tea pot huge sloppy individual filter make beverage totally ungainly hard drink putting 

 pro gluten free goody yummy italian soda love spend time music usually drive NUM minute"
4.0,1,0,1,"spice n grill good indian food st. louis beef nihari palak paneer naan palak beef perfectly spice adequately spicy crave worthy nihari dish sure try 

 restaurant great seating   store food time owner serve nice think people eat restaurant 

 excited previous owner indian food open new restaurant recommend mood delicious"
3.0,3,0,0,"come cali boba common think place feel tell place branch california disappoint 

 natural person enjoy real flavor real fruit course perfect boba notice flavor real fruit powder definitely taste different especially taro flavor favorite 

 concern natural vs powder flavor place good ask level like sweetness additional add on like boba grass jelly pretty good recommend try 

 good place catch talk play board card game homework know busy student u tell nice area hang pretty good sign 

 maybe picky think well 

 taste yelp"
1.0,1,1,0,update review order silver location NUM NUM year get progressively bad ask add soup chili charge addition include order likely include free bread literally take hour food deliver maybe jimmy johns ask secret business major trouble option available service bad bunch kindergartener run business nice guy right eller business school ask improve currently place embarrassment industry waste space university blvd order place
5.0,0,1,0,"buy beautiful new bike shop week ago promptly crash curse trolley track bring shop afternoon way try fix basket pretty mangle bike sure safe ride expect leave bike day process take half hour fix basket perfect pretty damn close fix gear shifter little whack free   believe 

 want note shop- owner sale people floor mechanic dog greet door- friendly welcoming happy find"
4.0,0,0,0,love go look price bit high store like disneyland adult love
4.0,0,0,0,"underrated burger alert 

 randomly come pag stroll doylestown menu super appealing actually go cheeseburger legitimately good cheeseburger taste like quality big mac patty thick bun overshadow burger sauce yum 

 wine bar section ambiance nice def kid friendly son staff friendly accommodate 

 totally time mood good burger"
5.0,0,0,0,absolutely wonderful food service lunch dinner boyfriend week price reasonable weekend pretty pack wait little bit issue indian pancake hainanese chicken curry chicken dish delicious tired
1.0,1,0,0,pretty slow service waitress kind guess expect different diner high rating understand middle tourist area service priority bother trash leave floor outside deck- potential blow right ocean okay stand time grab straw wrapper napkin blow water go waterfront beach business responsible easy fix screen fence food good will
4.0,1,0,0,"recently pre fixe meal $ NUM enjoy combination taste plate chicken moist veggie tasty little greasy overall great meal 

 use delivery enjoy way package food plastic container use look worn recycle hate place use box cup card board extremely eco unfriendly 

 food spectacular good standby come away enjoy price little steep restaurant atmosphere contemporary service splendid food dependable"
3.0,0,0,0,different chinese place menu etc place good lunch special food ready pick
4.0,0,0,0,finally get eat night eclectic foodie menu onion tart app kerry veal meatball sauce polenta delicious red gravy taste like order special citrus short rib fat noodle brussel sprout pea finish try interesting item small crowded great friendly atmosphere
5.0,0,0,0,night try old italian restaurant south philly thankfully fit son say let try angelina   walk corner small italian restaurant   immediatly feel home   angelina cook resaurant husband service NUM start eggplant roasted pepper appetizer   bite hook   order veal osso bocca carbonara lasagna   absolutly delish   wait
5.0,1,0,0,great food great view try lobster mac cheese
5.0,0,0,0,super tasty enormous portion unique flavor amazing ice cream store try emulate
3.0,0,0,0,food average drink special great place rarely crowd time friday night NUM pm maybe NUM party bar NUM minute order drink announce 10:15 pm friday night needless leave different bar area remove option place past NUM pm drink
3.0,0,0,0,good place order late muchie reason
1.0,5,3,1,"think value city think cheap value right wrong 

 think rothman price ashley furniture piece broyhill sight 

 negative 
 entertainment center tv stand selection small price selection 
 -their clearance section laughable sale go pay $ NUM nicked coffee table originally $ NUM lower 
 sectionals average $ 1,000 brand hear 
 staff hang like clique chatting middle store help customer 
 -dine set special overprice see selection low price 
 -5 military discount ooooh go knock $ NUM sofa 

 positive 
 -they modern piece 

 overall 

 think high low quality mediocre furniture shop town find wait holiday sale"
5.0,0,0,0,like franzone owner typically super friendly care product big fan sweet sauce decent cheesesteak fry etc honestly close NUM pleasant experience go boost rating
5.0,2,0,1,"finally chance stop bab cafe take long   asian food fanatic happy bab cafe expand culinary experience reno 

 guidance friendly knowledgeable staff quickly get hang order choice future visit   like thing little spicy order jeyuk bab spicy pork   incredible flavor   compare place reno   sauce bar give opportunity mix thing include miso soup definite bonus   great value fresh enjoyable meal   convenient downtown location away dine deliver ubereats"
4.0,1,1,0,meal new orleans $ NUM lunch special seafood stew oyster meat crab claw shrimp redfish come surprisingly thoughtful salad yeah weird fan seafood honest hungry know wolf entire thing spice consistency tenderness meat precisely right worth
5.0,0,0,1,totally worth wait despite heat   vegan grit biscuit omg   good NUM sister enjoy choice caution bloody mary spicy   service excellent consider wait NUM min line move fast long wait food process perfect   thank biscuit love delish breakfast
5.0,4,2,6,"ichicoro ane get lot thing right good combination ambiance food choice whiskey selection happy location server encounter far helpful pleasant 

 katsu great highly recommend people look filling dish menu bao bun good light fish regret try definitely ask server portion size dish vary menu 

 cocktail selection excellent special japanese old fashioned time little expensive worth quality japanese whiskey 

 look forward explore menu little little good way experience group set try thing remind izakayas japanese pub visit japan korea"
5.0,1,0,1,love bakery great breakfast sandwich coffee donut friend love come weekend morning
4.0,0,0,0,great selection whiskey bourbon suit taste burger fried egg soo good probably good burger duck fry come cute atmosphere go party NUM tad awkward way seating difficult conversation table overall nice place go
4.0,0,0,0,a++ ambience cozy english pub feel great drink bartender know mix them say price steep pay $ NUM standard mixed drink seating limited
3.0,0,0,0,cozy place drink friend   drink tasty serve pretty glass reminiscent grandmother china cabinet downside drink combination ginger lime honey main difference kind liquor want drink   choice feel limited   order bacon wrap date admit choke hungry   taste like double dip sugar   NUM people come hard hear noise level skyrocket surprising fabric room   server nice leave check   recall offer second drink glass take away
5.0,0,0,0,place deliver great year hayride pumpkin picking lot activity
1.0,0,0,0,call service information NUM $ NUM k amg tell purchase vehicle dealership pay loaner car warranty work stay far away
5.0,1,0,1,like wholefood small sort stuff salad bar small selection fresh fruit juice bar great lil grocery store find city parking lot great walking couple block clothing store
5.0,0,0,0,absolutely love come great outdoor place wine selection find typical wine find grocery live music today fabulous thursday afternoon come cheese wine satisfied oh regular menu crafty artistic beautiful place ambiance palate
5.0,0,0,0,love come smog car great service chipper totally recommend place
5.0,1,0,0,outstanding great gluten free vegan option salad pizza root beer perfect
5.0,0,0,0,group NUM get burger satisfied clean nice place sweet potato tot
4.0,0,0,0,"well 

 food 7.8 

 lighting NUM 

 noise NUM 

 environment 8.5 

 staff NUM"
4.0,3,0,2,convenience store deli expect neat restaurant setting drink service reason NUM star instead NUM cuban press time breakfast sandwich time sandwich prepare order happy food delicious table inside outside dock overlook ocean popular breakfast place maggie mae strip mall taste wise like deli well
5.0,2,0,1,"2nd experience well   believe kink grand opening   time NUM beer bottle opener portion size garlic noodle improve  
 place look like drafty certain table seat well table time bother   food amazing look forward visit 
 problem getting seat sit evening NUM pm   glad guy local neighborhood   :d"
2.0,1,1,0,"love skyline chili   stuff cincinnati thrilled location open clearwater 

 particular skyline great   service generally poor food come slowly    like time equipment work   baked potato french fry 

 love cheese coney hot dog way 

 hope location act"
2.0,3,1,1,"long shame eyebrow wax fantastic give NUM star contact appointment phone usually take day response online booking useless rarely find appointment NUM week need flexible time day 

 place book week advance appointment pay $ NUM suck able see need see"
5.0,0,0,0,great taco nacho atmosphere margarita   wednesday triple special day
